shortName,wpURL,wpID,wdID,WPPageCreate
john trainer,https://en.wikipedia.org/wiki/John_Trainer,33257942,Q6261131,2011-09-30
denis walter,https://en.wikipedia.org/wiki/Denis_Walter,1993577,Q16186941,2005-06-05
tom bathurst,https://en.wikipedia.org/wiki/Tom_Bathurst,31949731,Q7814902,2011-06-01
les carlyon,https://en.wikipedia.org/wiki/Les_Carlyon,8786134,Q6529306,2007-01-06
megan clark,https://en.wikipedia.org/wiki/Megan_Clark,27915506,Q6808636,2010-07-02
richard gibbs (biologist),https://en.wikipedia.org/wiki/Richard_Gibbs_(biologist),43004608,Q17180615,NA
barry jones (australian politician),https://en.wikipedia.org/wiki/Barry_Jones_(Australian_politician),1971538,Q4864363,NA
des ball,https://en.wikipedia.org/wiki/Des_Ball,43026845,Q17198050,2014-06-11
deborah cheetham,https://en.wikipedia.org/wiki/Deborah_Cheetham,24254904,Q5248203,2009-09-07
anne penfold street,https://en.wikipedia.org/wiki/Anne_Penfold_Street,53945987,Q29650258,2017-05-03
steve moneghetti,https://en.wikipedia.org/wiki/Steve_Moneghetti,2425102,Q976074,2005-08-11
alexander tzannes,https://en.wikipedia.org/wiki/Alexander_Tzannes,15528133,Q4720269,2008-02-01
minoti apte,https://en.wikipedia.org/wiki/Minoti_Apte,55476010,Q43900835,2017-10-08
tony benneworth,https://en.wikipedia.org/wiki/Tony_Benneworth,9667488,Q7821887,2007-02-23
eleanor witcombe,https://en.wikipedia.org/wiki/Eleanor_Witcombe,40150933,Q16089804,2013-08-04
samina yasmeen,https://en.wikipedia.org/wiki/Samina_Yasmeen,3791309,Q7409464,2006-01-21
greg bilton,https://en.wikipedia.org/wiki/Greg_Bilton,44727965,Q18639131,2014-12-15
carl vine,https://en.wikipedia.org/wiki/Carl_Vine,3425465,Q2269290,2005-12-15
maureen wheeler,https://en.wikipedia.org/wiki/Maureen_Wheeler,17241747,Q6792768,2008-05-03
tony wheeler,https://en.wikipedia.org/wiki/Tony_Wheeler,8834917,Q3993327,2007-01-09
patsy wolfe,https://en.wikipedia.org/wiki/Patsy_Wolfe,59571295,Q44880023,2019-01-04
tim barrett (admiral),https://en.wikipedia.org/wiki/Tim_Barrett_(admiral),42396632,Q16152090,NA
nadia badawi,https://en.wikipedia.org/wiki/Nadia_Badawi,58088328,Q56043551,2018-08-07
ziggy switkowski,https://en.wikipedia.org/wiki/Ziggy_Switkowski,1914119,Q8071785,2005-05-20
john so,https://en.wikipedia.org/wiki/John_So,720739,Q926168,2004-06-12
graeme koehne,https://en.wikipedia.org/wiki/Graeme_Koehne,9238861,Q1541323,2007-02-01
barry ninham,https://en.wikipedia.org/wiki/Barry_Ninham,52719983,Q28076272,2016-12-29
ingrid scheffer,https://en.wikipedia.org/wiki/Ingrid_Scheffer,44315171,Q18687923,2014-11-06
michael gawenda,https://en.wikipedia.org/wiki/Michael_Gawenda,854899,Q6830549,2004-07-24
bradley trevor greive,https://en.wikipedia.org/wiki/Bradley_Trevor_Greive,8527511,Q4148979,2006-12-20
robert hannaford,https://en.wikipedia.org/wiki/Robert_Hannaford,2896174,Q7345235,2005-10-13
hetty johnston,https://en.wikipedia.org/wiki/Hetty_Johnston,18113601,Q15453153,2008-06-24
richard colman,https://en.wikipedia.org/wiki/Richard_Colman,21450470,Q7324845,2009-02-08
barbara caine,https://en.wikipedia.org/wiki/Barbara_Caine,42935154,Q20676173,2014-06-01
caroline de costa,https://en.wikipedia.org/wiki/Caroline_De_Costa,61581953,Q66685240,2019-08-22
philip cummins,https://en.wikipedia.org/wiki/Philip_Cummins,43962864,Q18388162,2014-09-27
ernie merrick,https://en.wikipedia.org/wiki/Ernie_Merrick,2754180,Q5394642,2005-09-25
stan collard,https://en.wikipedia.org/wiki/Stan_Collard,20234159,Q7597591,2008-11-16
ray warren,https://en.wikipedia.org/wiki/Ray_Warren,2807922,Q7298253,2005-10-01
marie bashir,https://en.wikipedia.org/wiki/Marie_Bashir,70350,Q1897276,2002-08-11
judy masters,https://en.wikipedia.org/wiki/Judy_Masters,7392737,Q6139055,2006-10-11
salvatore zofrea,https://en.wikipedia.org/wiki/Salvatore_Zofrea,18037363,Q7406699,2008-06-20
denise roberts,https://en.wikipedia.org/wiki/Denise_Roberts,22077111,Q5257751,2009-03-21
denise boyd,https://en.wikipedia.org/wiki/Denise_Boyd,15877410,Q5257628,2008-02-21
clement smith (australian politician),https://en.wikipedia.org/wiki/Clement_Smith_(Australian_politician),47324395,Q21069652,NA
matt welsh,https://en.wikipedia.org/wiki/Matt_Welsh,901644,Q1373529,2004-08-15
albie thomas,https://en.wikipedia.org/wiki/Albie_Thomas,27029272,Q4711319,2010-04-20
james thompson (vc),https://en.wikipedia.org/wiki/James_Thompson_(VC),907667,Q6144183,NA
"bill turner (footballer, born 1912)","https://en.wikipedia.org/wiki/Bill_Turner_(footballer,_born_1912)",47733343,Q21070023,NA
dean mildren,https://en.wikipedia.org/wiki/Dean_Mildren,7044411,Q5246360,2006-09-18
patrick bugden,https://en.wikipedia.org/wiki/Patrick_Bugden,1214699,Q7146168,2004-11-27
ron haddrick,https://en.wikipedia.org/wiki/Ron_Haddrick,22683788,Q2892345,2009-05-04
gus gilmore,https://en.wikipedia.org/wiki/Gus_Gilmore,31971264,Q5620669,2011-06-03
james crawford (jurist),https://en.wikipedia.org/wiki/James_Crawford_(jurist),22904883,Q1680223,NA
jill ker conway,https://en.wikipedia.org/wiki/Jill_Ker_Conway,1063665,Q1395966,2004-10-13
chris baggoley,https://en.wikipedia.org/wiki/Chris_Baggoley,64261209,Q67231374,2020-06-13
john byrne (judge),https://en.wikipedia.org/wiki/John_Byrne_(judge),30305503,Q6224229,NA
ron clarke,https://en.wikipedia.org/wiki/Ron_Clarke,646649,Q549365,2004-05-10
robert dickerson,https://en.wikipedia.org/wiki/Robert_Dickerson,2918156,Q7343530,2005-10-16
jennie george,https://en.wikipedia.org/wiki/Jennie_George,566008,Q6177982,2004-03-31
petro georgiou,https://en.wikipedia.org/wiki/Petro_Georgiou,566032,Q7178866,2004-03-31
john hopkins (conductor),https://en.wikipedia.org/wiki/John_Hopkins_(conductor),1471050,Q6239824,NA
duncan ironmonger,https://en.wikipedia.org/wiki/Duncan_Ironmonger,37991829,Q5314395,2012-12-21
ronnie burns (singer),https://en.wikipedia.org/wiki/Ronnie_Burns_(singer),5189181,Q7365821,NA
william delafield cook,https://en.wikipedia.org/wiki/William_Delafield_Cook,37620125,Q8007738,2012-11-12
cadel evans,https://en.wikipedia.org/wiki/Cadel_Evans,805877,Q190919,2004-07-11
andrew lloyd (runner),https://en.wikipedia.org/wiki/Andrew_Lloyd_(runner),22060782,Q4757779,NA
john lynch (new south wales politician),https://en.wikipedia.org/wiki/John_Lynch_(New_South_Wales_politician),44141000,Q18385372,NA
margaret hunter (jurist),https://en.wikipedia.org/wiki/Margaret_Hunter_(jurist),60188959,Q62112303,NA
don wing,https://en.wikipedia.org/wiki/Don_Wing,3319666,Q5293743,2005-12-04
richard woldendorp,https://en.wikipedia.org/wiki/Richard_Woldendorp,12234546,Q7330060,2007-07-13
david wotton,https://en.wikipedia.org/wiki/David_Wotton,5864515,Q5241299,2006-07-07
alice spigelman,https://en.wikipedia.org/wiki/Alice_Spigelman,59344223,Q59622064,2018-12-11
peter steele (poet),https://en.wikipedia.org/wiki/Peter_Steele_(poet),44643891,Q18645861,NA
haddon storey,https://en.wikipedia.org/wiki/Haddon_Storey,43233571,Q17402525,2014-07-07
reginald arnold,https://en.wikipedia.org/wiki/Reginald_Arnold,54644760,Q204263,2017-07-25
david llewellyn (australian politician),https://en.wikipedia.org/wiki/David_Llewellyn_(Australian_politician),15938304,Q5236684,NA
tony hyams,https://en.wikipedia.org/wiki/Tony_Hyams,36314771,Q7822617,2012-07-03
janet powell,https://en.wikipedia.org/wiki/Janet_Powell,1054185,Q6153558,2004-10-10
james muecke,https://en.wikipedia.org/wiki/James_Muecke,62924424,Q83615892,2020-01-25
wayne harrison (director),https://en.wikipedia.org/wiki/Wayne_Harrison_(director),18767630,Q7976307,NA
elisabeth kirkby,https://en.wikipedia.org/wiki/Elisabeth_Kirkby,5593694,Q5361491,2006-06-17
victor kovalenko,https://en.wikipedia.org/wiki/Victor_Kovalenko,46944202,Q20203069,2015-06-10
ann mitchell (cricketer),https://en.wikipedia.org/wiki/Ann_Mitchell_(cricketer),42669584,Q16769613,NA
alice maclennan,https://en.wikipedia.org/wiki/Alice_MacLennan,59168501,Q59229700,2018-11-27
john hardy (aviator),https://en.wikipedia.org/wiki/John_Hardy_(aviator),44946470,Q18719463,NA
ernie bridge,https://en.wikipedia.org/wiki/Ernie_Bridge,11373794,Q5394375,2007-05-23
heather butler,https://en.wikipedia.org/wiki/Heather_Butler,21993076,Q5693771,2009-03-16
phillip toyne,https://en.wikipedia.org/wiki/Phillip_Toyne,46992945,Q20114368,2015-06-16
peter jones (admiral),https://en.wikipedia.org/wiki/Peter_Jones_(admiral),34071676,Q7175028,NA
joseph paul forgas,https://en.wikipedia.org/wiki/Joseph_Paul_Forgas,39132117,Q11274865,2013-04-16
alex george,https://en.wikipedia.org/wiki/Alex_George,3099530,Q2702267,2005-11-07
gareth evans (politician),https://en.wikipedia.org/wiki/Gareth_Evans_(politician),761546,Q381902,NA
ian frazer,https://en.wikipedia.org/wiki/Ian_Frazer,3839699,Q930011,2006-01-25
robert hill (australian politician),https://en.wikipedia.org/wiki/Robert_Hill_(Australian_politician),1013237,Q773848,NA
stephen hopper,https://en.wikipedia.org/wiki/Stephen_Hopper,5755931,Q2082700,2006-06-29
joan kirner,https://en.wikipedia.org/wiki/Joan_Kirner,63594,Q3179594,2002-07-23
wayne martin (judge),https://en.wikipedia.org/wiki/Wayne_Martin_(judge),4637927,Q7976444,NA
peter singer,https://en.wikipedia.org/wiki/Peter_Singer,23721,Q211539,2001-08-09
ian brusasco,https://en.wikipedia.org/wiki/Ian_Brusasco,30306384,Q5981044,2011-01-04
harry butler,https://en.wikipedia.org/wiki/Harry_Butler,1131253,Q5667653,2004-11-04
piers lane,https://en.wikipedia.org/wiki/Piers_Lane,8873235,Q4271262,2007-01-11
simon mckeon,https://en.wikipedia.org/wiki/Simon_McKeon,15016288,Q7519329,2008-01-03
doug jones (international arbitrator),https://en.wikipedia.org/wiki/Doug_Jones_(international_arbitrator),42038955,Q16142774,NA
graeme hugo,https://en.wikipedia.org/wiki/Graeme_Hugo,45266117,Q18925194,2015-01-31
john herron (australian politician),https://en.wikipedia.org/wiki/John_Herron_(Australian_politician),10045774,Q6239095,NA
peter carey (novelist),https://en.wikipedia.org/wiki/Peter_Carey_(novelist),24419,Q313254,NA
mary crooks,https://en.wikipedia.org/wiki/Mary_Crooks,62215714,Q74618383,2019-11-01
amanda thane,https://en.wikipedia.org/wiki/Amanda_Thane,41769220,Q16019585,2014-01-28
deb butterworth,https://en.wikipedia.org/wiki/Deb_Butterworth,62850067,Q82654413,2020-01-17
bruce a. fuhrer,https://en.wikipedia.org/wiki/Bruce_A._Fuhrer,8173373,Q4977034,NA
lisa jackson pulver,https://en.wikipedia.org/wiki/Lisa_Jackson_Pulver,60731423,Q38545728,2019-05-11
susan kiefel,https://en.wikipedia.org/wiki/Susan_Kiefel,12749130,Q7648065,2007-08-13
john anderson (australian politician),https://en.wikipedia.org/wiki/John_Anderson_(Australian_politician),380811,Q3180912,NA
marie coleman,https://en.wikipedia.org/wiki/Marie_Coleman,56219905,Q47074364,2018-01-05
brian ross martin,https://en.wikipedia.org/wiki/Brian_Ross_Martin,3148758,Q4965183,2005-11-13
nick warner,https://en.wikipedia.org/wiki/Nick_Warner,17141948,Q7028110,2008-04-27
george williams (lawyer),https://en.wikipedia.org/wiki/George_Williams_(lawyer),26824931,Q5546376,NA
ralph willis,https://en.wikipedia.org/wiki/Ralph_Willis,1356870,Q7288278,2005-01-03
ben swane,https://en.wikipedia.org/wiki/Ben_Swane,62902556,Q83499459,2020-01-23
kerryn phelps,https://en.wikipedia.org/wiki/Kerryn_Phelps,4555546,Q6394699,2006-03-29
john carmichael (composer),https://en.wikipedia.org/wiki/John_Carmichael_(composer),19871679,Q6225212,NA
steve smith (general),https://en.wikipedia.org/wiki/Steve_Smith_(general),35665705,Q7613974,NA
adam gilchrist,https://en.wikipedia.org/wiki/Adam_Gilchrist,896430,Q349516,2004-08-12
james halliday (wine),https://en.wikipedia.org/wiki/James_Halliday_(wine),5231612,Q15490378,NA
dianne hiles,https://en.wikipedia.org/wiki/Dianne_Hiles,39213661,Q16728548,2013-04-25
michael hodgman,https://en.wikipedia.org/wiki/Michael_Hodgman,4295366,Q6831178,2006-03-06
roderick weir home,https://en.wikipedia.org/wiki/Roderick_Weir_Home,11681653,Q7356694,2007-06-09
martin copley,https://en.wikipedia.org/wiki/Martin_Copley,15109232,Q6775193,2008-01-08
linda dessau,https://en.wikipedia.org/wiki/Linda_Dessau,19894003,Q6551523,2008-10-22
greig pickhaver,https://en.wikipedia.org/wiki/Greig_Pickhaver,591467,Q5607286,2004-04-12
andrew sayers,https://en.wikipedia.org/wiki/Andrew_Sayers,48230545,Q21097029,2015-10-15
hossein valamanesh,https://en.wikipedia.org/wiki/Hossein_Valamanesh,24767342,Q15440269,2009-10-21
john mawurndjul,https://en.wikipedia.org/wiki/John_Mawurndjul,3771258,Q6247250,2006-01-19
george palmer (composer),https://en.wikipedia.org/wiki/George_Palmer_(composer),6548212,Q5543177,NA
raymond todd,https://en.wikipedia.org/wiki/Raymond_Todd,42671081,Q16886148,2014-05-05
anne jones (writer),https://en.wikipedia.org/wiki/Anne_Jones_(writer),31709064,Q4768481,NA
lewis morley,https://en.wikipedia.org/wiki/Lewis_Morley,1813101,Q3237300,2005-04-29
tony miller (rugby union),https://en.wikipedia.org/wiki/Tony_Miller_(rugby_union),32433490,Q7822983,NA
patrick mcgorry,https://en.wikipedia.org/wiki/Patrick_McGorry,25940046,Q7147153,2010-01-25
gordon parker (psychiatrist),https://en.wikipedia.org/wiki/Gordon_Parker_(psychiatrist),2217843,Q5585645,NA
michael rozenes,https://en.wikipedia.org/wiki/Michael_Rozenes,12750689,Q6834011,2007-08-13
tony rundle,https://en.wikipedia.org/wiki/Tony_Rundle,1398304,Q2442810,2005-01-15
vicki sara,https://en.wikipedia.org/wiki/Vicki_Sara,55111808,Q38263243,2017-09-01
john von doussa,https://en.wikipedia.org/wiki/John_von_Doussa,38622807,Q6265936,2013-02-24
mark binskin,https://en.wikipedia.org/wiki/Mark_Binskin,17053012,Q6766742,2008-04-22
robert bell (artist and curator),https://en.wikipedia.org/wiki/Robert_Bell_(artist_and_curator),58276387,Q58416759,NA
valerie beral,https://en.wikipedia.org/wiki/Valerie_Beral,18117685,Q4793379,2008-06-24
steve bracks,https://en.wikipedia.org/wiki/Steve_Bracks,28913,Q3498865,2001-11-19
harold mitchell (media buyer),https://en.wikipedia.org/wiki/Harold_Mitchell_(media_buyer),40263018,Q16106014,NA
michael mcrobbie,https://en.wikipedia.org/wiki/Michael_McRobbie,9778480,Q6832771,2007-02-28
james angus (scientist),https://en.wikipedia.org/wiki/James_Angus_(scientist),52736990,Q28094330,NA
john-michael howson,https://en.wikipedia.org/wiki/John-Michael_Howson,3828583,Q6217351,NA
cliff green,https://en.wikipedia.org/wiki/Cliff_Green,23140011,Q2979051,2009-06-08
john green (australian politician),https://en.wikipedia.org/wiki/John_Green_(Australian_politician),33256993,Q6236145,NA
alison mccusker,https://en.wikipedia.org/wiki/Alison_McCusker,60265052,Q45739587,2019-03-18
ian leslie,https://en.wikipedia.org/wiki/Ian_Leslie,31421443,Q5982038,2011-04-06
alan cadman,https://en.wikipedia.org/wiki/Alan_Cadman,11014885,Q4706304,2004-03-28
neil betts,https://en.wikipedia.org/wiki/Neil_Betts,53128389,Q28733608,2017-02-08
hugh edwards (journalist),https://en.wikipedia.org/wiki/Hugh_Edwards_(journalist),12674965,Q11330275,NA
helen cutler,https://en.wikipedia.org/wiki/Helen_Cutler,58066060,Q55957518,2018-08-04
richard schodde,https://en.wikipedia.org/wiki/Richard_Schodde,22637112,Q534418,2009-05-01
t. j. ryan,https://en.wikipedia.org/wiki/T._J._Ryan,32226670,Q1396927,NA
jack bendat,https://en.wikipedia.org/wiki/Jack_Bendat,42487364,Q16730097,2014-04-14
tate adams,https://en.wikipedia.org/wiki/Tate_Adams,27584096,Q7687944,2010-06-03
john hartley (academic),https://en.wikipedia.org/wiki/John_Hartley_(academic),11643172,Q6238065,NA
clive hamilton,https://en.wikipedia.org/wiki/Clive_Hamilton,339820,Q1101957,2003-10-13
david hamill,https://en.wikipedia.org/wiki/David_Hamill,4497359,Q5234670,2006-03-24
arie freiberg,https://en.wikipedia.org/wiki/Arie_Freiberg,12734905,Q4790332,2007-08-12
geoffrey eames,https://en.wikipedia.org/wiki/Geoffrey_Eames,40714743,Q11699610,2013-10-05
kurt lambeck,https://en.wikipedia.org/wiki/Kurt_Lambeck,15718381,Q6446842,2008-02-12
bruce edward hobbs,https://en.wikipedia.org/wiki/Bruce_Edward_Hobbs,32583056,Q4977431,2011-07-30
irene gleeson,https://en.wikipedia.org/wiki/Irene_Gleeson,38404020,Q6069028,2013-02-02
peter underwood,https://en.wikipedia.org/wiki/Peter_Underwood,4637215,Q982736,2006-04-05
mary e. white,https://en.wikipedia.org/wiki/Mary_E._White,48567207,Q21598045,NA
john mansfield (judge),https://en.wikipedia.org/wiki/John_Mansfield_(judge),25822838,Q6246647,NA
pam kilborn,https://en.wikipedia.org/wiki/Pam_Kilborn,3656507,Q437288,2006-01-08
john mcgrath (victorian politician),https://en.wikipedia.org/wiki/John_McGrath_(Victorian_politician),41263613,Q16105163,NA
john messara,https://en.wikipedia.org/wiki/John_Messara,42634993,Q17037422,2014-05-01
karen louise wilson,https://en.wikipedia.org/wiki/Karen_Louise_Wilson,58505857,Q5958129,2018-09-17
margaret christensen,https://en.wikipedia.org/wiki/Margaret_Christensen,25861806,Q6759270,2010-01-19
bruce clarke (musician),https://en.wikipedia.org/wiki/Bruce_Clarke_(musician),2729141,Q15501700,NA
john anderson (philosopher),https://en.wikipedia.org/wiki/John_Anderson_(philosopher),23742928,Q3296918,NA
giovanni antonaglia,https://en.wikipedia.org/wiki/Giovanni_Antonaglia,19197431,Q5563667,2008-09-06
david boyd (artist),https://en.wikipedia.org/wiki/David_Boyd_(artist),1890012,Q3017553,NA
john ralston (baritone),https://en.wikipedia.org/wiki/John_Ralston_(baritone),39816128,Q16029239,NA
arthur sinodinos,https://en.wikipedia.org/wiki/Arthur_Sinodinos,16367787,Q4800293,2008-03-18
jim bishop (doctor),https://en.wikipedia.org/wiki/Jim_Bishop_(doctor),64261539,Q96265046,NA
john bathersby,https://en.wikipedia.org/wiki/John_Bathersby,14212220,Q1699120,2007-11-12
peter baume,https://en.wikipedia.org/wiki/Peter_Baume,14740903,Q7172714,2007-12-17
david bennett (barrister),https://en.wikipedia.org/wiki/David_Bennett_(barrister),22462457,Q5231308,NA
geoff gallop,https://en.wikipedia.org/wiki/Geoff_Gallop,173028,Q3046134,2003-01-23
reg grundy,https://en.wikipedia.org/wiki/Reg_Grundy,2167339,Q2137228,2005-07-04
john howard,https://en.wikipedia.org/wiki/John_Howard,4689709,Q51330,2001-11-11
rob atkinson (surgeon),https://en.wikipedia.org/wiki/Rob_Atkinson_(surgeon),41806205,Q16113938,NA
elizabeth elliott (paediatrician),https://en.wikipedia.org/wiki/Elizabeth_Elliott_(paediatrician),61741878,Q61783587,NA
es downey,https://en.wikipedia.org/wiki/Es_Downey,44118009,Q18353965,2014-10-15
charles birch,https://en.wikipedia.org/wiki/Charles_Birch,12981998,Q454195,2007-08-28
dorothy buckland-fuller,https://en.wikipedia.org/wiki/Dorothy_Buckland-Fuller,59797109,Q61060144,NA
mollie campbell-smith,https://en.wikipedia.org/wiki/Mollie_Campbell-Smith,57868261,Q55440652,NA
paul clitheroe,https://en.wikipedia.org/wiki/Paul_Clitheroe,5999611,Q7149875,2006-07-17
peter corrigan,https://en.wikipedia.org/wiki/Peter_Corrigan,11034057,Q7173396,2007-05-03
albert dadon,https://en.wikipedia.org/wiki/Albert_Dadon,11317534,Q4710001,2007-05-20
tania de jong,https://en.wikipedia.org/wiki/Tania_de_Jong,25812910,Q4994279,2010-01-15
james kemsley,https://en.wikipedia.org/wiki/James_Kemsley,2224602,Q6137209,2005-07-13
richard lane (writer),https://en.wikipedia.org/wiki/Richard_Lane_(writer),16504981,Q2150058,NA
tracy caulkins,https://en.wikipedia.org/wiki/Tracy_Caulkins,2308201,Q238782,2005-07-25
peter wilkinson (drummer),https://en.wikipedia.org/wiki/Peter_Wilkinson_(drummer),11271467,Q7177714,NA
max graham (footballer),https://en.wikipedia.org/wiki/Max_Graham_(footballer),46452705,Q19873876,NA
john armitage (politician),https://en.wikipedia.org/wiki/John_Armitage_(politician),17468509,Q6219377,NA
james purcell (politician),https://en.wikipedia.org/wiki/James_Purcell_(politician),44735492,Q19519703,NA
jack newton (footballer),https://en.wikipedia.org/wiki/Jack_Newton_(footballer),46778926,Q20640925,NA
wolfgang sievers,https://en.wikipedia.org/wiki/Wolfgang_Sievers,7099631,Q2591448,2006-09-21
anne phelan,https://en.wikipedia.org/wiki/Anne_Phelan,2052106,Q4768717,2005-06-15
henk vogels,https://en.wikipedia.org/wiki/Henk_Vogels,13253463,Q1035313,2007-09-13
